,price,retail_price,units_sold,uses_ad_boosts,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,countries_shipped_to,urgency_text,merchant_rating_count,merchant_rating
278,8.0,7,5000,1,355.0,168.0,112.0,70.0,171.0,blue,2XS,50,Livraison standard,3,42,Quantité limitée !,2510,3.9035856573705177
1358,8.0,7,5000,1,148.0,68.0,53.0,34.0,43.0,pink,S,50,Livraison standard,3,50,None,3053,3.8584998362266623
631,8.0,7,5000,1,845.0,294.0,179.0,72.0,122.0,pink,S,50,Livraison standard,3,43,None,92005,4.316243682408564
193,8.0,7,5000,1,396.0,161.0,128.0,78.0,131.0,yellow,S,17,Livraison standard,3,33,None,3209,4.27859146151449
382,8.0,17,5000,0,601.0,187.0,84.0,16.0,19.0,black,S,50,Livraison standard,2,40,None,1963,4.397350993377484
622,8.0,7,5000,0,523.0,147.0,87.0,32.0,41.0,other,S,50,Envío normal,3,36,None,9200,4.289673913043479
135,8.0,7,5000,1,500.0,241.0,207.0,126.0,180.0,yellow,L,27,Livraison standard,3,28,None,88193,4.0808907736441675
1438,8.0,7,5000,1,230.0,120.0,107.0,52.0,72.0,white,S,50,Livraison standard,2,32,Quantité limitée !,12574,4.002226817241928
545,8.0,7,5000,0,460.0,128.0,71.0,34.0,26.0,white,S,1,Livraison standard,2,43,Quantité limitée !,15348,4.013812874641647
609,8.0,122,5000,1,716.0,272.0,155.0,75.0,137.0,pink,S,1,Livraison standard,2,34,None,3532,4.19960362400906
1315,3.88,5,10000,0,246.0,105.0,107.0,43.0,84.0,red,S,50,Livraison standard,1,41,None,35358,4.018157135584592
1205,3.83,4,10000,0,768.0,309.0,275.0,140.0,281.0,orange,XS,50,Livraison standard,1,48,Quantité limitée !,32168,3.8845436458592384
1040,3.74,55,10000,1,852.0,267.0,147.0,68.0,82.0,grey,S,50,Livraison standard,1,41,Quantité limitée !,37956,4.030377278954578
191,3.67,4,10000,1,1314.0,374.0,208.0,73.0,103.0,black,OTHER,50,Livraison standard,1,138,None,11333,4.395746933733346
23,7.0,6,5000,1,213.0,98.0,85.0,45.0,69.0,green,M,50,Livraison standard,2,138,Quantité limitée !,96838,4.264658501827795
169,7.0,6,5000,0,384.0,146.0,158.0,98.0,256.0,grey,S,4,Livraison standard,2,46,None,3460,3.8708092485549135
1022,7.0,50,5000,0,545.0,200.0,161.0,59.0,81.0,red,S,50,Livraison standard,2,43,None,36361,3.9675201452105284
161,7.0,6,5000,1,245.0,102.0,121.0,55.0,78.0,khaki,S,50,Livraison standard,2,41,None,12033,4.0247652289537115
891,7.0,6,5000,0,393.0,201.0,198.0,133.0,287.0,white,S,9,Livraison standard,2,13,None,1686,3.687425860023725
1560,7.0,25,5000,0,258.0,176.0,147.0,81.0,112.0,other,S,2,Livraison standard,2,27,None,11680,4.192893835616438
484,7.0,159,5000,0,584.0,289.0,276.0,149.0,334.0,green,S,50,Livraison standard,2,41,None,8547,4.081783081783081
1344,7.0,34,5000,0,104.0,20.0,29.0,6.0,33.0,black,XS,6,Livraison standard,2,43,None,15348,4.013812874641647
201,7.0,56,5000,1,747.0,317.0,172.0,66.0,76.0,pink,S,15,Livraison standard,2,41,None,25222,4.001546269130125
687,7.0,159,5000,0,584.0,289.0,276.0,149.0,334.0,green,S,50,Livraison standard,2,41,Quantité limitée !,8547,4.081783081783081
1056,7.0,22,5000,1,349.0,158.0,149.0,58.0,83.0,blue_white,S,17,Livraison standard,2,40,None,4809,4.250155957579539
132,7.0,6,5000,0,654.0,178.0,94.0,32.0,38.0,grey,XS,8,Livraison standard,2,41,Quantité limitée !,130598,3.946790915634237
569,7.0,6,5000,0,654.0,178.0,94.0,32.0,38.0,grey,XS,8,Livraison standard,2,41,None,130598,3.946790915634237
208,7.0,47,5000,0,308.0,90.0,69.0,39.0,50.0,other,M,50,Livraison standard,2,42,None,35262,3.9394815949180417
372,7.0,26,5000,0,283.0,111.0,69.0,29.0,50.0,white,S,50,Livraison standard,2,37,None,8242,4.216694976947343
409,7.0,7,5000,0,190.0,108.0,94.0,70.0,117.0,black,XS,50,Livraison standard,2,31,None,4213,4.0583906954664135
1498,7.0,50,5000,0,545.0,200.0,161.0,59.0,81.0,red,S,50,Livraison standard,2,43,Quantité limitée !,36361,3.9675201452105284
554,7.0,26,5000,0,283.0,111.0,69.0,29.0,50.0,white,S,50,Livraison standard,2,37,Quantité limitée !,8242,4.216694976947343
642,7.0,9,5000,1,557.0,216.0,174.0,83.0,139.0,other,S,50,Livraison standard,2,43,Quantité limitée !,33705,4.134935469514909
848,7.0,26,5000,0,288.0,101.0,119.0,62.0,107.0,red,S,50,Livraison standard,2,33,Quantité limitée !,5534,3.999819298879653
847,7.0,6,5000,0,350.0,149.0,152.0,92.0,178.0,red,S,5,Livraison standard,2,47,None,3566,3.7324733595064497
1110,6.0,38,5000,1,645.0,296.0,247.0,105.0,149.0,pink,XS,50,Livraison standard,2,9,None,6476,4.157659048795553
664,6.0,32,5000,0,213.0,89.0,81.0,44.0,109.0,white,S,50,Livraison standard,2,18,Quantité limitée !,17120,3.8988901869158883
1027,6.0,33,5000,0,451.0,168.0,109.0,47.0,71.0,pink,S,26,Livraison standard,2,41,None,21485,4.1462415638817784
470,6.0,38,5000,0,571.0,171.0,116.0,53.0,47.0,black,M,50,Livraison standard,2,40,Quantité limitée !,213709,4.2938996485875665
172,6.0,17,5000,0,165.0,50.0,83.0,49.0,102.0,white,3XL,50,Livraison standard,2,49,None,7851,4.216278181123424
958,6.0,6,5000,0,286.0,90.0,78.0,36.0,59.0,black,M,50,Livraison standard,2,43,Quantité limitée !,80093,4.006692220293909
1226,6.0,6,5000,1,341.0,125.0,74.0,39.0,37.0,blue,XS,1,Livraison standard,2,18,None,15436,4.040554547810314
1525,6.0,29,5000,0,309.0,86.0,60.0,55.0,105.0,other,OTHER,7,Livraison standard,2,42,None,1998,4.069069069069069
907,6.0,17,5000,1,322.0,122.0,62.0,13.0,31.0,grey,S,20,Livraison standard,2,48,None,5781,4.274865940148763
176,6.0,22,5000,0,305.0,87.0,78.0,29.0,49.0,pink,S,21,Livraison standard,2,55,Quantité limitée !,7076,3.968061051441493
1463,6.0,17,5000,0,969.0,344.0,182.0,72.0,83.0,white,S,50,Livraison standard,2,44,None,13308,4.155996393146979
1183,6.0,6,5000,1,583.0,258.0,179.0,92.0,117.0,grey,S,50,Livraison standard,2,41,None,14676,4.07420278004906
543,6.0,6,5000,0,528.0,197.0,105.0,32.0,39.0,black,XS,50,Livraison standard,2,31,None,9486,4.1769976807927485
207,6.0,21,5000,0,174.0,96.0,97.0,69.0,137.0,other,S,13,Livraison standard,2,34,None,9827,4.113869950137377
228,6.0,41,5000,1,496.0,209.0,124.0,49.0,61.0,white,S,47,Livraison standard,2,41,None,9926,3.9492242595204514
511,6.0,17,5000,1,387.0,168.0,120.0,65.0,73.0,white,XS,50,Livraison standard,2,38,None,22765,4.238172633428508
280,6.0,6,5000,0,440.0,187.0,114.0,44.0,59.0,white,XS,50,Livraison standard,2,24,None,10474,3.908535421042582
282,6.0,6,5000,1,306.0,112.0,88.0,41.0,62.0,purple,XS,50,Livraison standard,2,38,None,1411,3.9234585400425233
898,6.0,21,5000,0,174.0,96.0,97.0,69.0,137.0,other,S,13,Livraison standard,2,34,Quantité limitée !,9827,4.113869950137377
879,6.0,17,5000,1,384.0,160.0,125.0,59.0,89.0,blue,2XS,1,Livraison standard,2,41,None,50864,4.079643755898081
646,6.0,6,5000,1,615.0,357.0,248.0,92.0,146.0,white,2XS,4,Livraison standard,2,38,Quantité limitée !,67171,4.1023209420732165
722,6.0,6,5000,0,226.0,106.0,65.0,41.0,68.0,yellow,XS,7,Livraison standard,2,24,None,2127,3.8175834508697695
579,5.9,5,5000,0,171.0,92.0,91.0,58.0,119.0,white,XS,9,Livraison standard,2,20,None,7069,4.055028999858537
1506,5.9,5,5000,1,158.0,75.0,79.0,46.0,67.0,purple,2XS,50,Livraison standard,2,58,Quantité limitée !,6357,4.254207959729432
367,5.89,5,5000,0,127.0,65.0,69.0,40.0,91.0,red,XS,2,Livraison standard,2,24,None,4295,3.8495925494761347
514,5.89,5,5000,0,127.0,65.0,69.0,40.0,91.0,red,XS,2,Livraison standard,2,24,Quantité limitée !,4295,3.8495925494761347
921,5.83,8,5000,0,337.0,118.0,89.0,33.0,62.0,green,XS,50,Livraison standard,2,40,None,91631,3.83793694273772
828,5.79,5,5000,0,470.0,194.0,155.0,74.0,129.0,white,S,6,Livraison standard,2,47,None,3566,3.7324733595064497
794,5.78,50,5000,1,362.0,142.0,141.0,77.0,154.0,grey,XS,50,Livraison standard,1,10,None,27175,3.966034958601656
9,5.78,22,5000,0,287.0,128.0,92.0,68.0,112.0,beige,S,50,Livraison standard,2,33,None,5534,3.999819298879653
1235,5.74,5,5000,0,617.0,169.0,177.0,88.0,128.0,green,XS,6,Livraison standard,2,20,None,11854,4.094904673527923
225,5.69,5,5000,0,469.0,174.0,88.0,30.0,37.0,black,M,50,Livraison standard,1,51,Quantité limitée !,2199,4.236471123237837
495,5.69,5,5000,0,183.0,80.0,63.0,42.0,69.0,red,M,50,Livraison standard,2,39,None,2114,4.227530747398297
1217,5.69,17,5000,0,568.0,183.0,105.0,24.0,42.0,white,M,50,Livraison standard,2,43,None,9465,4.138404648705759
103,5.66,5,5000,0,558.0,242.0,159.0,75.0,127.0,black,S,50,Livraison standard,2,42,Quantité limitée !,99283,4.285597735765438
412,5.65,9,5000,0,590.0,195.0,124.0,41.0,52.0,red,L,50,Livraison standard,2,20,Quantité limitée !,5534,4.088904951210696
185,5.65,5,5000,1,526.0,202.0,147.0,46.0,77.0,black,S,50,Livraison standard,1,65,None,92654,4.251721458328837
920,2.7,3,10000,1,667.0,217.0,137.0,59.0,85.0,other,S,1,Livraison standard,1,33,None,16013,4.1088490601386365
1552,5.0,5,5000,0,360.0,190.0,231.0,137.0,267.0,green,S,10,Livraison standard,2,48,None,32168,3.8845436458592384
756,5.0,5,5000,0,308.0,146.0,130.0,55.0,124.0,white,XS,7,Livraison standard,2,20,None,5995,4.028857381150959
852,5.0,28,5000,1,517.0,255.0,256.0,153.0,349.0,blue,S,1,Livraison standard,2,26,None,4435,3.696054114994363
857,5.0,6,5000,0,441.0,165.0,112.0,43.0,63.0,grey,S,50,Livraison standard,1,41,None,32778,4.048355604368783
1389,5.0,5,5000,1,281.0,77.0,51.0,23.0,46.0,purple,S,1,Livraison standard,2,35,None,14095,4.089677190493083
559,5.0,8,5000,1,270.0,138.0,157.0,64.0,118.0,grey,XS,1,Livraison standard,2,40,Quantité limitée !,5019,4.069535764096433
1285,5.0,5,5000,1,175.0,90.0,127.0,70.0,205.0,white,S,50,Livraison standard,2,25,None,8740,4.230320366132723
733,5.0,85,5000,1,133.0,45.0,52.0,29.0,37.0,red,XS,2,Livraison standard,2,41,None,18138,3.831513948616165
1486,5.0,8,5000,1,270.0,138.0,157.0,64.0,118.0,grey,XS,1,Livraison standard,2,40,None,5019,4.069535764096433
281,5.0,6,5000,0,441.0,165.0,112.0,43.0,63.0,grey,S,50,Livraison standard,1,41,Quantité limitée !,32778,4.048355604368783
1187,5.0,5,5000,0,326.0,170.0,193.0,125.0,199.0,khaki,S,50,Livraison standard,2,32,Quantité limitée !,13510,4.297335307179867
911,5.0,5,5000,1,446.0,162.0,109.0,59.0,107.0,black,S,50,Livraison standard,2,23,None,11883,4.120676596818985
1447,5.0,5,5000,0,289.0,136.0,115.0,52.0,77.0,white,S,18,Livraison standard,2,48,Quantité limitée !,32168,3.8845436458592384
294,5.0,5,5000,0,287.0,90.0,69.0,41.0,51.0,white,XS,6,Livraison standard,2,29,Quantité limitée !,6876,3.775450843513671
404,24.0,59,1000,1,461.0,150.0,64.0,24.0,63.0,beige,OTHER,50,Livraison standard,6,26,None,4084,4.308276199804114
610,4.74,20,5000,0,410.0,160.0,113.0,44.0,57.0,white,S,50,Livraison standard,1,40,None,213709,4.2938996485875665
859,4.69,4,5000,1,274.0,136.0,77.0,38.0,49.0,green,L,3,Livraison standard,1,49,None,55670,4.1214837434884135
467,22.0,159,1000,0,127.0,49.0,26.0,7.0,26.0,black,S,50,Livraison standard,5,80,None,541,4.097966728280961
196,22.0,169,1000,1,195.0,93.0,92.0,49.0,113.0,white,M,50,Livraison standard,5,35,Quantité limitée !,9341,4.147414623701959
269,4.0,4,5000,0,268.0,129.0,155.0,102.0,129.0,pink,S,7,การส่งสินค้ามาตรฐาน,1,48,None,32168,3.8845436458592384
238,4.0,4,5000,1,1064.0,353.0,184.0,65.0,88.0,blue,XS,4,Livraison standard,1,18,None,15538,4.156197708842837
1106,2.0,26,10000,1,1898.0,509.0,334.0,101.0,100.0,black,OTHER,50,Livraison standard,1,118,None,21012,4.189843898724538
1396,4.0,4,5000,0,587.0,180.0,123.0,54.0,55.0,grey,S,50,Livraison standard,1,41,None,225438,4.301120485454981
131,2.0,2,10000,1,520.0,180.0,120.0,67.0,93.0,green,S,1,Livraison standard,1,23,None,12309,4.0451702006661785
1400,4.0,26,5000,1,530.0,136.0,82.0,34.0,43.0,yellow,OTHER,50,Livraison standard,1,48,None,12666,4.398310437391442
877,3.83,4,5000,1,163.0,48.0,54.0,27.0,45.0,black,S,50,Livraison standard,1,42,None,99283,4.285597735765438
380,1.91,2,10000,0,385.0,125.0,81.0,48.0,58.0,blue,XS,2,Livraison standard,1,22,None,2399,4.1054606085869105
1475,3.81,59,5000,0,591.0,308.0,275.0,115.0,155.0,red,S,50,Livraison standard,1,41,None,139223,3.933581376640354
198,19.0,26,1000,1,57.0,25.0,43.0,23.0,57.0,other,L,10,Livraison standard,6,47,None,5048,4.1596671949286845
762,19.0,17,1000,1,96.0,44.0,37.0,23.0,55.0,grey,XS,49,Envio Padrão,5,21,None,18762,3.7605798955335246
357,3.73,9,5000,0,475.0,171.0,112.0,49.0,49.0,grey,S,50,Livraison standard,1,44,None,2293,4.145660706498037
716,3.7,58,5000,1,342.0,113.0,143.0,68.0,169.0,other,OTHER,50,Envio Padrão,1,118,None,21012,4.189843898724538
535,3.67,9,5000,0,181.0,83.0,77.0,58.0,111.0,white,XL,15,Livraison standard,1,111,Quantité limitée !,253249,4.070618245284286
152,3.66,4,5000,0,327.0,170.0,211.0,128.0,244.0,green,S,2,การส่งสินค้ามาตรฐาน,1,45,None,10600,3.8675471698113206
352,18.0,16,1000,1,181.0,112.0,75.0,43.0,66.0,yellow,S,50,Livraison standard,5,27,Quantité limitée !,2116,4.146030245746692
356,1.77,2,10000,1,267.0,103.0,67.0,35.0,38.0,white,OTHER,50,Livraison standard,1,45,None,783,4.237547892720307
1362,17.0,75,1000,0,280.0,94.0,56.0,11.0,38.0,black,S,50,Livraison standard,5,60,None,4778,4.180828798660527
890,16.0,14,1000,1,75.0,31.0,9.0,4.0,8.0,grey_white,XS,50,Livraison standard,4,36,None,514,4.217898832684825
585,16.0,26,1000,0,184.0,85.0,85.0,42.0,54.0,other,S,11,Livraison standard,4,28,None,12322,4.237542606719688
261,16.0,59,1000,1,81.0,44.0,42.0,14.0,41.0,black,OTHER,50,Livraison standard,4,43,None,3743,3.89714133048357
853,16.0,14,1000,1,394.0,97.0,33.0,9.0,19.0,other,OTHER,50,Livraison Express,6,43,None,6033,4.254433946626886
849,16.0,111,1000,1,321.0,109.0,68.0,23.0,59.0,beige,S,50,Livraison standard,4,44,None,20387,4.1934566145092464
1077,16.0,14,1000,0,114.0,55.0,72.0,35.0,94.0,blue,S,47,Livraison standard,4,27,None,47356,4.05688825069685
1031,15.0,68,1000,1,257.0,112.0,87.0,30.0,60.0,yellow,L,50,Livraison standard,4,40,Quantité limitée !,6775,4.184059040590406
574,15.0,13,1000,0,177.0,58.0,28.0,6.0,8.0,white,XS,50,Expediere Standard,4,32,None,1038,4.254335260115607
1440,3.0,17,5000,0,466.0,149.0,77.0,35.0,61.0,blue,OTHER,50,Livraison standard,1,21,None,4191,4.30398472918158
1151,15.0,102,1000,0,279.0,105.0,51.0,27.0,21.0,green,S,2,Livraison standard,4,40,None,26833,4.235381805985168
1550,3.0,3,5000,0,334.0,211.0,233.0,131.0,257.0,white,S,50,Livraison standard,1,32,None,13884,4.222846441947565
1166,15.0,68,1000,1,257.0,112.0,87.0,30.0,60.0,yellow,L,50,Livraison standard,4,40,None,6775,4.184059040590406
1415,15.0,13,1000,0,431.0,156.0,106.0,59.0,102.0,blue,S,50,Livraison standard,4,40,None,11354,3.893693852386824
1392,15.0,13,1000,1,184.0,93.0,92.0,44.0,84.0,black,XS,50,Livraison standard,4,41,Quantité limitée !,3533,4.228700820832153
779,15.0,109,1000,0,190.0,83.0,48.0,25.0,36.0,black,S,50,Livraison standard,4,36,None,51369,3.9682688002491777
222,15.0,101,1000,0,334.0,106.0,94.0,41.0,71.0,yellow,L,22,Livraison standard,4,40,None,29044,4.160274066932931
806,15.0,25,1000,1,129.0,67.0,91.0,41.0,80.0,green,L,49,Livraison standard,4,25,None,1335,3.949063670411985
616,2.81,3,5000,0,453.0,198.0,124.0,78.0,87.0,white,S,30,Livraison standard,1,43,Quantité limitée !,42919,4.105967054218412
1327,14.0,107,1000,1,299.0,54.0,31.0,17.0,24.0,white,M,50,Livraison standard,4,10,None,27175,3.966034958601656
1530,14.0,12,1000,0,211.0,107.0,89.0,39.0,65.0,yellow,S,29,Livraison standard,4,27,None,47356,4.05688825069685
603,14.0,93,1000,1,147.0,57.0,26.0,11.0,13.0,yellow,M,3,Livraison standard,3,40,None,90105,4.2012984851007165
658,14.0,12,1000,0,88.0,30.0,22.0,11.0,25.0,black,OTHER,5,Livraison standard,4,42,None,99800,4.2957915831663325
1129,14.0,12,1000,1,276.0,64.0,62.0,25.0,48.0,yellow,S,50,Livraison standard,4,43,None,10264,4.007209664848013
544,14.0,12,1000,0,211.0,107.0,89.0,39.0,65.0,yellow,S,29,Livraison standard,4,27,Quantité limitée !,47356,4.05688825069685
663,14.0,86,1000,0,302.0,108.0,58.0,35.0,43.0,other,S,50,Livraison standard,3,17,Quantité limitée !,62240,4.26547236503856
354,14.0,43,1000,1,93.0,32.0,18.0,5.0,19.0,other,S,50,Livraison standard,3,43,None,22711,3.8720443837787855
720,14.0,12,1000,1,90.0,38.0,24.0,12.0,22.0,other,OTHER,10,Livraison standard,4,26,Quantité limitée !,288,3.7291666666666665
142,14.0,12,1000,1,267.0,86.0,60.0,18.0,50.0,blue,M,50,Livraison standard,4,41,None,26473,3.8947606995807047
1487,14.0,51,1000,0,186.0,99.0,63.0,46.0,51.0,white,S,50,Livraison standard,3,43,None,4622,4.014063176114236
1069,14.0,12,1000,1,225.0,102.0,89.0,46.0,86.0,blue,S,29,Livraison standard,4,26,Quantité limitée !,40457,3.9603282497466448
1398,14.0,84,1000,0,40.0,24.0,26.0,11.0,29.0,green,S,50,Livraison standard,4,40,None,11900,4.150756302521009
1510,14.0,43,1000,1,93.0,32.0,18.0,5.0,19.0,other,S,50,Livraison standard,3,43,Quantité limitée !,22711,3.8720443837787855
773,14.0,12,1000,0,252.0,117.0,95.0,46.0,72.0,white,4XL,43,Livraison standard,3,26,None,32858,3.88553776857995
66,14.0,67,1000,0,84.0,40.0,28.0,14.0,21.0,blue,M,50,Livraison standard,4,40,None,11900,4.150756302521009
1275,14.0,102,1000,0,104.0,52.0,26.0,2.0,13.0,yellow,L,50,Standard Shipping,4,40,None,17856,4.17372311827957
843,14.0,37,1000,0,189.0,102.0,55.0,31.0,45.0,orange,M,50,Livraison standard,4,41,Quantité limitée !,139223,3.933581376640354
1291,14.0,12,1000,0,262.0,81.0,46.0,14.0,26.0,other,S,50,Livraison standard,3,22,Quantité limitée !,1178,4.223259762308999
33,2.66,3,5000,0,418.0,187.0,201.0,133.0,197.0,black,M,50,Livraison standard,1,22,None,223392,4.3063628061882255
1549,13.0,72,1000,0,161.0,71.0,51.0,17.0,26.0,black,S,50,Livraison standard,3,48,None,1370,4.420437956204379
978,13.0,22,1000,1,85.0,32.0,12.0,10.0,17.0,khaki,XS,50,Livraison standard,3,30,Quantité limitée !,4508,4.330745341614906
1394,13.0,11,1000,0,148.0,59.0,38.0,13.0,31.0,white,L,50,Livraison standard,3,54,None,7034,4.060278646573784
910,13.0,59,1000,0,520.0,133.0,106.0,40.0,71.0,blue,S,50,Livraison standard,3,43,Quantité limitée !,16523,4.038733886098166
477,13.0,13,1000,0,149.0,56.0,57.0,20.0,50.0,black,S,10,Livraison standard,3,52,Quantité limitée !,4048,4.0644762845849804
47,13.0,50,1000,0,451.0,165.0,120.0,51.0,68.0,red_blue,S,50,Livraison standard,3,32,None,9136,4.085704903677758
1038,13.0,11,1000,0,187.0,78.0,82.0,59.0,81.0,blue,S,50,Livraison standard,3,14,None,3670,3.9787465940054494
1250,13.0,11,1000,0,313.0,139.0,66.0,28.0,36.0,black,S,50,Livraison standard,3,36,None,6329,4.16290093221678
621,13.0,11,1000,1,125.0,47.0,47.0,29.0,54.0,orange,M,50,Livraison standard,3,43,None,4524,3.865384615384616
627,13.0,33,1000,1,59.0,27.0,14.0,6.0,16.0,grey,S,50,Livraison standard,3,44,None,114,4.149122807017544
1100,13.0,43,1000,0,44.0,7.0,8.0,2.0,4.0,green,S,50,Standard Shipping,3,40,Quantité limitée !,6256,4.101182864450128
155,13.0,11,1000,1,5.0,3.0,1.0,0.0,2.0,yellow,S,30,Livraison standard,3,43,None,80093,4.006692220293909
649,13.0,13,1000,0,82.0,27.0,10.0,7.0,12.0,pink,S,50,Livraison standard,3,41,None,12913,3.981336637497096
167,13.0,19,1000,1,70.0,31.0,16.0,12.0,22.0,black,S,50,Livraison standard,3,12,Quantité limitée !,171,3.9415204678362574
39,13.0,13,1000,0,82.0,27.0,10.0,7.0,12.0,pink,S,50,Livraison standard,3,41,Quantité limitée !,12913,3.981336637497096
901,13.0,11,1000,0,115.0,75.0,54.0,33.0,73.0,red,S,50,Livraison standard,3,14,None,8821,3.872009976193176
427,13.0,11,1000,1,28.0,7.0,9.0,9.0,11.0,red,S,10,Livraison standard,3,30,None,12919,4.024460097530769
598,12.0,11,1000,0,163.0,63.0,48.0,21.0,46.0,black_green,S,50,Livraison standard,3,13,Quantité limitée !,2248,4.150355871886121
1175,12.0,17,1000,0,75.0,41.0,48.0,23.0,43.0,pink,M,50,Livraison standard,3,34,None,1837,4.160587915078933
590,12.0,11,1000,0,339.0,114.0,70.0,34.0,57.0,black,S,50,Livraison standard,3,42,None,45151,4.0329560807069615
1177,12.0,17,1000,0,60.0,20.0,13.0,5.0,5.0,white,M,50,Livraison standard,3,43,Quantité limitée !,20478,3.9103428069147377
647,12.0,72,1000,0,284.0,107.0,78.0,43.0,54.0,black,S,50,Livraison standard,3,38,None,44840,4.337466547725246
1350,12.0,11,1000,0,271.0,139.0,101.0,44.0,92.0,white,S,50,Livraison standard,3,24,None,17471,3.952836128441417
989,12.0,102,1000,1,119.0,44.0,24.0,8.0,11.0,grey,S,8,Livraison standard,3,37,None,2495,4.211623246492986
236,12.0,17,1000,0,60.0,20.0,13.0,5.0,5.0,white,M,50,Livraison standard,3,43,None,20478,3.9103428069147377
935,12.0,85,1000,0,63.0,18.0,17.0,14.0,25.0,white,S,50,Livraison standard,3,43,None,15407,3.8553904069578766
1539,12.0,11,1000,0,418.0,166.0,119.0,63.0,75.0,black,S,50,Livraison standard,3,17,None,5264,4.032864741641338
870,12.0,11,1000,0,73.0,30.0,26.0,13.0,29.0,white,S,7,Livraison standard,3,54,Quantité limitée !,4811,4.194554146747039
625,12.0,11,1000,1,378.0,116.0,117.0,102.0,215.0,red,S,1,Livraison standard,3,32,None,2397,3.860659157279933
233,12.0,11,1000,0,261.0,140.0,109.0,43.0,93.0,white,S,50,Livraison standard,3,24,None,870,3.8919540229885063
823,12.0,11,1000,0,189.0,101.0,59.0,30.0,49.0,red,S,50,Livraison standard,3,41,Quantité limitée !,18831,3.978864638096755
970,12.0,58,1000,0,150.0,36.0,20.0,13.0,20.0,blue,M,50,Livraison standard,3,52,None,5042,4.146568821896073
1214,12.0,11,1000,0,69.0,42.0,27.0,13.0,30.0,black,S,50,Livraison standard,3,54,None,4924,3.81965881397238
1321,12.0,13,1000,0,136.0,32.0,23.0,13.0,11.0,pink,S,50,Livraison standard,3,40,None,15076,4.084969487927832
7,12.0,11,1000,0,120.0,56.0,61.0,18.0,31.0,blue,M,50,Livraison standard,3,139,None,342,3.681286549707602
86,12.0,11,1000,0,163.0,63.0,48.0,21.0,46.0,black_green,S,50,Livraison standard,3,13,None,2248,4.150355871886121
820,12.0,48,1000,1,64.0,29.0,21.0,6.0,11.0,red,S,50,Livraison standard,3,43,None,42919,4.105967054218412
974,12.0,31,1000,0,178.0,56.0,41.0,24.0,45.0,green,XS,50,Expediere Standard,3,12,Quantité limitée !,639,4.0078247261345865
1042,12.0,11,1000,0,73.0,30.0,26.0,13.0,29.0,white,S,7,Livraison standard,3,54,None,4811,4.194554146747039
417,12.0,11,1000,0,73.0,44.0,29.0,18.0,37.0,blue,M,50,Livraison standard,3,139,None,779,3.776636713735559
949,12.0,86,1000,0,386.0,143.0,81.0,35.0,57.0,white,S,10,Livraison standard,3,37,None,104269,4.253287170683522
673,12.0,11,1000,1,188.0,75.0,64.0,29.0,42.0,blue,S,50,Livraison standard,3,58,None,3727,3.863697343708077
792,12.0,85,1000,1,87.0,30.0,19.0,6.0,11.0,white,S,50,Livraison standard,3,40,Quantité limitée !,15551,4.2336827213684005
1119,12.0,11,1000,1,19.0,9.0,13.0,3.0,6.0,red,L,23,Livraison standard,3,31,Quantité limitée !,3762,3.7974481658692185
1334,12.0,93,1000,1,280.0,128.0,63.0,28.0,35.0,black,S,50,Livraison standard,3,40,Quantité limitée !,15540,4.241312741312742
444,12.0,11,1000,1,390.0,198.0,130.0,65.0,116.0,white,S,20,Livraison standard,3,43,None,1990,4.046733668341709
1059,11.0,10,1000,1,54.0,24.0,28.0,6.0,16.0,black,L,50,Livraison standard,2,38,Quantité limitée !,105015,3.789601485502071
747,11.0,10,1000,1,35.0,12.0,12.0,10.0,6.0,green,S,20,Livraison standard,3,31,Quantité limitée !,3762,3.7974481658692185
136,11.0,10,1000,1,120.0,73.0,55.0,22.0,29.0,grey,OTHER,5,Livraison standard,3,35,None,433,3.896073903002309
123,11.0,59,1000,0,75.0,24.0,19.0,10.0,7.0,yellow,M,50,Livraison standard,2,41,None,6715,4.0571854058078936
1034,11.0,54,1000,1,42.0,21.0,13.0,7.0,7.0,red,S,36,Livraison standard,2,29,None,11401,4.093588281729673
114,11.0,10,1000,0,143.0,48.0,24.0,12.0,22.0,other,S,50,Livraison standard,2,21,None,8989,3.851930136833908
772,11.0,11,1000,0,97.0,35.0,38.0,16.0,27.0,purple,S,50,Livraison standard,3,18,None,17120,3.8988901869158883
918,11.0,24,1000,0,68.0,31.0,21.0,14.0,20.0,white,L,50,Livraison standard,3,42,Quantité limitée !,47639,4.2134385692394885
151,11.0,22,1000,1,180.0,74.0,49.0,28.0,28.0,black,XS,50,Livraison standard,2,30,Quantité limitée !,4508,4.330745341614906
175,11.0,84,1000,0,398.0,163.0,112.0,54.0,65.0,pink_grey,XL,50,Livraison standard,2,137,None,6460,4.141021671826627
940,11.0,11,1000,0,53.0,26.0,21.0,11.0,20.0,pink,S,50,Livraison standard,2,41,None,8362,3.8171490074144936
1140,11.0,22,1000,1,59.0,20.0,18.0,11.0,21.0,white,S,50,Livraison standard,2,35,None,2078,3.7680461982675646
1426,11.0,76,1000,0,270.0,106.0,57.0,21.0,20.0,black,M,50,Livraison standard,2,43,None,33855,3.917353418992764
177,11.0,10,1000,1,77.0,32.0,26.0,7.0,26.0,black,M,50,Standard Shipping,3,42,None,1452,3.7355371900826446
